,name,cmc,colors,subtypes,rarity,power,toughness
927,Lozhan Dragons' Legacy,5.0,"['R', 'U']","['Dragon', 'Shaman']",Uncommon,4,2
928,Mahadi Emporium Master,3.0,"['B', 'R']","['Cat', 'Devil']",Uncommon,3,3
929,Mazzy Truesword Paladin,4.0,"['G', 'R', 'W']","['Halfling', 'Knight']",Rare,3,4
930,Miirym Sentinel Wyrm,6.0,"['G', 'R', 'U']","['Dragon', 'Spirit']",Rare,6,6
931,Minthara Merciless Soul,4.0,"['B', 'W']","['Elf', 'Cleric']",Uncommon,2,2
932,Myrkul Lord of Bones,7.0,"['B', 'G', 'W']",['God'],Rare,7,5
933,Neera Wild Mage,6.0,"['R', 'U']","['Human', 'Elf', 'Shaman']",Rare,2,7
934,Nine-Fingers Keene,4.0,"['B', 'G', 'U']","['Human', 'Rogue']",Rare,4,4
935,Oji the Exquisite Blade,4.0,"['U', 'W']","['Human', 'Monk']",Uncommon,2,3
936,Raggadragga Goreguts Boss,4.0,"['G', 'R']","['Human', 'Boar']",Rare,4,4
937,Raphael Fiendish Savior,5.0,"['B', 'R']","['Devil', 'Noble']",Rare,4,4
938,Rilsa Rael Kingpin,5.0,"['B', 'U']","['Human', 'Rogue']",Uncommon,2,5
939,Thrakkus the Butcher,5.0,"['G', 'R']","['Dragon', 'Peasant']",Uncommon,3,4
940,Zevlor Elturel Exile,4.0,"['B', 'R', 'U']","['Tiefling', 'Warrior']",Rare,4,2
1055,Zellix Sanity Flayer,3.0,['U'],['Horror'],Mythic,2,3
1056,Burakos Party Leader,4.0,['B'],['Orc'],Mythic,2,4
1057,Baeloth Barrityl Entertainer,5.0,['R'],"['Elf', 'Shaman']",Mythic,2,5
1058,Durnan of the Yawning Portal,4.0,['G'],"['Human', 'Warrior']",Mythic,3,3
1059,Captain N'ghathrod,5.0,"['B', 'U']","['Horror', 'Pirate']",Mythic,3,6
1060,Faldorn Dread Wolf Herald,3.0,"['G', 'R']","['Human', 'Druid']",Mythic,3,3
1061,Firkraag Cunning Instigator,5.0,"['R', 'U']",['Dragon'],Mythic,3,3
1062,Nalia de'Arnise,3.0,"['B', 'W']","['Human', 'Rogue']",Mythic,3,3
1077,Drakuseth Maw of Flames,7.0,['R'],['Dragon'],Rare,7,7
1082,Urabrask the Hidden,5.0,['R'],"['Phyrexian', 'Praetor']",Mythic,4,4
1084,Grumgully the Generous,3.0,"['G', 'R']","['Goblin', 'Shaman']",Uncommon,3,3
1085,Niv-Mizzet Parun,6.0,"['R', 'U']","['Dragon', 'Wizard']",Rare,5,5
1090,Diaochan Artful Beauty,4.0,['R'],"['Human', 'Advisor']",Rare,1,1
1093,Maelstrom Wanderer,8.0,"['G', 'R', 'U']",['Elemental'],Mythic,7,5
1097,Damia Sage of Stone,7.0,"['B', 'G', 'U']","['Gorgon', 'Wizard']",Mythic,4,4
1098,Vorosh the Hunter,6.0,"['B', 'G', 'U']",['Dragon'],Rare,6,6
1115,Szadek Lord of Secrets,7.0,"['B', 'U']",['Vampire'],Rare,5,5
1117,Wrexial the Risen Deep,6.0,"['B', 'U']",['Kraken'],Mythic,5,8
1123,Basandra Battle Seraph,5.0,"['R', 'W']",['Angel'],Rare,4,4
1128,Malfegor,6.0,"['B', 'R']","['Demon', 'Dragon']",Mythic,6,6
1131,Oros the Avenger,6.0,"['B', 'R', 'W']",['Dragon'],Rare,6,6
1135,Ruff Underdog Champ,4.0,['W'],"['Dog', 'Soldier']",Rare,3,2
1136,Khod Etlan Shiis Envoy,3.0,['U'],"['Homarid', 'Warrior']",Rare,2,3
1137,Vazal the Compleat,6.0,['G'],['Phyrexian'],Rare,7,7
1138,Louvaq the Aberrant,4.0,"['G', 'U']",['Mutant'],Rare,3,4
1139,Sliv-Mizzet Hivemind,6.0,"['R', 'U']","['Dragon', 'Sliver']",Rare,4,4
1140,Slivdrazi Monstrosity,6.0,"['B', 'G', 'R', 'U', 'W']","['Sliver', 'Eldrazi']",Rare,8,8
1141,Zyym Mesmeric Lord,4.0,"['B', 'U']","['Vampire', 'Wizard']",Rare,3,4
1156,Chorus of the Conclave,8.0,"['G', 'W']",['Dryad'],Rare,3,8
1166,Numot the Devastator,6.0,"['R', 'U', 'W']",['Dragon'],Rare,6,6
1169,Ruhan of the Fomori,4.0,"['R', 'U', 'W']","['Giant', 'Warrior']",Mythic,7,7
1178,The Prismatic Piper,5.0,['UC'],['Shapeshifter'],Special,3,3
1179,Akroma Vision of Ixidor,7.0,['W'],['Angel'],Mythic,6,6
1180,Alharu Solemn Ritualist,5.0,['W'],"['Human', 'Monk']",Uncommon,3,3
1181,Ardenn Intrepid Archaeologist,3.0,['W'],"['Kor', 'Scout']",Uncommon,2,2
1182,Keleth Sunmane Familiar,2.0,['W'],['Horse'],Uncommon,1,1
1183,Livio Oathsworn Sentinel,2.0,['W'],"['Human', 'Knight']",Rare,2,2
1184,Prava of the Steel Legion,3.0,['W'],"['Cat', 'Soldier']",Uncommon,1,4
1185,Radiant Serra Archangel,7.0,['W'],['Angel'],Uncommon,6,4
1186,Rebbec Architect of Ascension,4.0,['W'],"['Human', 'Artificer']",Uncommon,3,4
1187,Brinelin the Moon Kraken,8.0,['U'],['Kraken'],Uncommon,6,8
1188,Eligeth Crossroads Augur,6.0,['U'],['Sphinx'],Rare,5,6
1189,Esior Wardwing Familiar,2.0,['U'],['Bird'],Uncommon,1,3
1190,Ghost of Ramirez DePietro,3.0,['U'],"['Spirit', 'Pirate']",Uncommon,2,3
1191,Glacian Powerstone Engineer,6.0,['U'],"['Human', 'Artificer']",Uncommon,3,6
1192,Malcolm Keen-Eyed Navigator,3.0,['U'],"['Siren', 'Pirate']",Uncommon,2,2
1193,Sakashima of a Thousand Faces,4.0,['U'],"['Human', 'Rogue']",Mythic,3,1
1194,Siani Eye of the Storm,4.0,['U'],"['Djinn', 'Monk']",Uncommon,3,2
1196,Falthis Shadowcat Familiar,3.0,['B'],"['Nightmare', 'Cat']",Uncommon,2,2
1197,Keskit the Flesh Sculptor,3.0,['B'],"['Phyrexian', 'Human', 'Artificer']",Uncommon,1,3
1198,Miara Thorn of the Glade,2.0,['B'],"['Elf', 'Scout']",Uncommon,1,2
1199,Nadier Agent of the Duskenel,6.0,['B'],"['Elf', 'Warrior']",Uncommon,3,3
1200,Sengir the Dark Baron,6.0,['B'],"['Vampire', 'Noble']",Rare,4,4
1201,Tormod the Desecrator,4.0,['B'],"['Zombie', 'Wizard']",Uncommon,4,2
1202,Alena Kessig Trapper,5.0,['R'],"['Human', 'Scout']",Uncommon,4,3
1203,Breeches Brazen Plunderer,4.0,['R'],"['Goblin', 'Pirate']",Uncommon,3,3
1204,Dargo the Shipwrecker,7.0,['R'],"['Giant', 'Pirate']",Uncommon,7,5
1205,Kediss Emberclaw Familiar,2.0,['R'],"['Elemental', 'Lizard']",Uncommon,1,1
1206,Krark the Thumbless,2.0,['R'],"['Goblin', 'Wizard']",Rare,2,2
1207,Rograkh Son of Rohgahh,0.0,['R'],"['Kobold', 'Warrior']",Uncommon,0,1
1208,Toggo Goblin Weaponsmith,3.0,['R'],"['Goblin', 'Artificer']",Uncommon,2,2
1209,Anara Wolvid Familiar,4.0,['G'],"['Wolf', 'Beast']",Uncommon,4,4
1210,Gilanra Caller of Wirewood,3.0,['G'],"['Elf', 'Druid']",Uncommon,1,2
1211,Halana Kessig Ranger,4.0,['G'],"['Human', 'Archer', 'Ranger']",Uncommon,3,4
1212,Ich-Tekik Salvage Splicer,5.0,['G'],"['Phyrexian', 'Human', 'Artificer']",Uncommon,1,1
1213,Kamahl Heart of Krosa,8.0,['G'],"['Human', 'Druid']",Mythic,5,5
1214,Kodama of the East Tree,6.0,['G'],['Spirit'],Rare,6,6
1215,Numa Joraga Chieftain,3.0,['G'],"['Elf', 'Warrior']",Uncommon,2,2
1216,Slurrk All-Ingesting,6.0,['G'],['Ooze'],Uncommon,0,0
1217,Abomination of Llanowar,3.0,"['B', 'G']","['Elf', 'Horror']",Uncommon,*,*
1218,Amareth the Lustrous,6.0,"['G', 'U', 'W']",['Dragon'],Rare,6,6
1219,Araumi of the Dead Tide,3.0,"['B', 'U']","['Merfolk', 'Wizard']",Uncommon,1,4
1220,Archelos Lagoon Mystic,4.0,"['B', 'G', 'U']","['Turtle', 'Shaman']",Rare,2,4
1221,Averna the Chaos Bloom,3.0,"['G', 'R', 'U']","['Elemental', 'Shaman']",Rare,4,2
1222,Belbe Corrupted Observer,2.0,"['B', 'G']","['Phyrexian', 'Zombie', 'Elf']",Rare,2,2
1223,Bell Borca Spectral Sergeant,4.0,"['R', 'W']","['Spirit', 'Soldier']",Rare,*,5
1224,Blim Comedic Genius,4.0,"['B', 'R']",['Imp'],Rare,4,3
1225,Captain Vargus Wrath,2.0,"['R', 'U']","['Orc', 'Pirate']",Uncommon,1,1
1226,Colfenor the Last Yew,6.0,"['B', 'G', 'W']","['Treefolk', 'Shaman']",Rare,3,7
1227,Ghen Arcanum Weaver,3.0,"['B', 'R', 'W']","['Human', 'Wizard']",Rare,2,3
1228,Gnostro Voice of the Crags,4.0,"['R', 'U', 'W']",['Chimera'],Rare,3,3
1229,Gor Muldrak Amphinologist,3.0,"['G', 'U']","['Human', 'Scout']",Rare,3,2
1230,Hamza Guardian of Arashin,6.0,"['G', 'W']","['Elephant', 'Warrior']",Uncommon,5,5
1231,Hans Eriksson,4.0,"['G', 'R']","['Human', 'Scout']",Rare,1,4
1232,Imoti Celebrant of Bounty,5.0,"['G', 'U']","['Naga', 'Druid']",Uncommon,3,1
1233,Jared Carthalion True Heir,3.0,"['G', 'R', 'W']","['Human', 'Warrior']",Rare,3,3
1234,Juri Master of the Revue,2.0,"['B', 'R']","['Human', 'Shaman']",Uncommon,1,1
1235,Kangee Sky Warden,5.0,"['U', 'W']","['Bird', 'Wizard']",Uncommon,3,3
1236,Kwain Itinerant Meddler,2.0,"['U', 'W']","['Rabbit', 'Wizard']",Rare,1,3
1237,Lathiel the Bounteous Dawn,4.0,"['G', 'W']",['Unicorn'],Rare,2,2
1238,Liesa Shroud of Dusk,5.0,"['B', 'W']",['Angel'],Rare,5,5
1239,Nevinyrral Urborg Tyrant,6.0,"['B', 'U', 'W']","['Zombie', 'Wizard']",Rare,3,6
1240,Nymris Oona's Trickster,5.0,"['B', 'U']","['Faerie', 'Knight']",Rare,1,6
1241,Obeka Brute Chronologist,4.0,"['B', 'R', 'U']","['Ogre', 'Wizard']",Rare,3,4
1242,Reyav Master Smith,2.0,"['R', 'W']","['Dwarf', 'Artificer']",Uncommon,2,2
1243,Thalisse Reverent Medium,5.0,"['B', 'W']","['Human', 'Cleric']",Uncommon,3,4
1244,Tuya Bearclaw,3.0,"['G', 'R']","['Human', 'Warrior']",Uncommon,2,2
1245,Yurlok of Scorch Thrash,4.0,"['B', 'G', 'R']","['Viashino', 'Shaman']",Rare,4,4
1246,Zara Renegade Recruiter,5.0,"['R', 'U']","['Human', 'Pirate']",Rare,4,3
1247,Wyleth Soul of Steel,3.0,"['R', 'W']","['Human', 'Warrior']",Mythic,2,2
1248,Aesi Tyrant of Gyre Strait,6.0,"['G', 'U']",['Serpent'],Mythic,5,5
1249,Danitha Capashen Paragon,3.0,['W'],"['Human', 'Knight']",Uncommon,2,2
1253,Nezahal Primal Tide,7.0,['U'],"['Elder', 'Dinosaur']",Rare,7,7
1254,Slinn Voda the Rising Deep,8.0,['U'],['Leviathan'],Uncommon,8,8
1257,Tiana Ship's Caretaker,5.0,"['R', 'W']","['Angel', 'Artificer']",Uncommon,3,3
1260,Brago King Eternal,4.0,"['U', 'W']","['Spirit', 'Noble']",Mythic,2,4
1274,Queen Marchesa,4.0,"['B', 'R', 'W']","['Human', 'Assassin']",Mythic,3,3
1275,Rakdos Lord of Riots,4.0,"['B', 'R']",['Demon'],Mythic,6,6
1358,Grenzo Havoc Raiser,2.0,['R'],"['Goblin', 'Rogue']",Rare,2,2
1359,Selvala Heart of the Wilds,3.0,['G'],"['Elf', 'Scout']",Mythic,2,3
1361,Leovold Emissary of Trest,3.0,"['B', 'G', 'U']","['Elf', 'Advisor']",Mythic,3,3
1363,Kami of the Crescent Moon,2.0,['U'],['Spirit'],Rare,1,3
1374,Rakka Mar,4.0,['R'],"['Human', 'Shaman']",Rare,2,2
1378,Progenitus,10.0,"['B', 'G', 'R', 'U', 'W']","['Hydra', 'Avatar']",Mythic,10,10
1382,Heidar Rimewind Master,5.0,['U'],"['Human', 'Wizard']",Rare,3,3
1383,Haakon Stromgald Scourge,3.0,['B'],"['Zombie', 'Knight']",Rare,3,3
1384,Lovisa Coldeyes,5.0,['R'],['Human'],Rare,3,3
1385,Garza Zol Plague Queen,7.0,"['B', 'R', 'U']","['Vampire', 'Noble']",Rare,5,5
1388,Adeline Resplendent Cathar,3.0,['W'],"['Human', 'Knight']",Rare,*,4
1389,Lier Disciple of the Drowned,5.0,['U'],"['Human', 'Wizard']",Mythic,3,4
1390,Gisa Glorious Resurrector,4.0,['B'],"['Human', 'Wizard']",Rare,4,4
1391,Jadar Ghoulcaller of Nephalia,2.0,['B'],"['Human', 'Wizard']",Rare,1,1
1392,Jerren Corrupted Bishop // Ormendahl the Corrupter,3.0,['B'],"['Human', 'Cleric']",Mythic,2,3
1394,Saryth the Viper's Fang,4.0,['G'],"['Human', 'Warlock']",Rare,3,4
1395,Dennick Pious Apprentice // Dennick Pious Apparition,2.0,"['U', 'W']","['Human', 'Soldier']",Rare,2,3
1397,Florian Voldaren Scion,3.0,"['B', 'R']","['Vampire', 'Noble']",Rare,3,3
1398,Katilda Dawnhart Prime,2.0,"['G', 'W']","['Human', 'Warlock']",Rare,1,1
1399,Liesa Forgotten Archangel,5.0,"['B', 'W']",['Angel'],Rare,4,5
1400,Ludevic Necrogenius // Olag Ludevic's Hubris,2.0,"['B', 'U']","['Human', 'Wizard']",Rare,2,3
1402,Old Stickfingers,2.0,"['B', 'G']",['Horror'],Rare,*,*
1403,Rem Karolus Stalwart Slayer,3.0,"['R', 'W']","['Human', 'Knight']",Rare,2,3
1404,Sigarda Champion of Light,4.0,"['G', 'W']",['Angel'],Mythic,4,4
1405,Slogurk the Overslime,3.0,"['G', 'U']",['Ooze'],Rare,3,3
1406,Tovolar Dire Overlord // Tovolar the Midnight Scourge,3.0,"['G', 'R']","['Human', 'Werewolf']",Rare,3,3
1408,Vadrik Astral Archmage,3.0,"['R', 'U']","['Human', 'Wizard']",Rare,1,2
1409,Katilda Dawnhart Martyr // Katilda's Rising Dawn,3.0,['W'],"['Spirit', 'Warlock']",Rare,*,*
1411,Geralf Visionary Stitcher,3.0,['U'],"['Human', 'Wizard']",Rare,1,4
1412,Jacob Hauken Inspector // Hauken's Insight,2.0,['U'],"['Human', 'Advisor']",Mythic,0,2
1413,Henrika Domnathi // Henrika Infernal Seer,4.0,['B'],['Vampire'],Mythic,1,3
1415,Toxrill the Corrosive,7.0,['B'],"['Slug', 'Horror']",Mythic,7,7
1416,Anje Maid of Dishonor,4.0,"['B', 'R']",['Vampire'],Rare,4,5
1417,Dorothea Vengeful Victim // Dorothea's Retribution,2.0,"['U', 'W']",['Spirit'],Rare,4,4
1418,Edgar Charmed Groom // Edgar Markov's Coffin,4.0,"['B', 'W']","['Vampire', 'Noble']",Rare,4,4
1419,Eruth Tormented Prophet,3.0,"['R', 'U']","['Human', 'Wizard']",Rare,2,4
1420,Grolnok the Omnivore,4.0,"['G', 'U']",['Frog'],Rare,3,3
1421,Halana and Alena Partners,4.0,"['G', 'R']","['Human', 'Ranger']",Rare,2,3
1422,Odric Blood-Cursed,3.0,"['R', 'W']","['Vampire', 'Soldier']",Rare,3,3
1423,Old Rutstein,3.0,"['B', 'G']","['Human', 'Peasant']",Rare,1,4
1424,Olivia Crimson Bride,6.0,"['B', 'R']","['Vampire', 'Noble']",Mythic,3,4
1425,Runo Stromkirk // Krothuss Lord of the Deep,3.0,"['B', 'U']","['Vampire', 'Cleric']",Rare,1,4
1427,Torens Fist of the Angels,3.0,"['G', 'W']","['Human', 'Cleric']",Rare,2,2
1428,Ib Halfheart Goblin Tactician,4.0,['R'],"['Goblin', 'Advisor']",Rare,3,2
1433,Darigaaz the Igniter,6.0,"['B', 'G', 'R']",['Dragon'],Rare,6,6
1434,Rith the Awakener,6.0,"['G', 'R', 'W']",['Dragon'],Rare,6,6
1435,Treva the Renewer,6.0,"['G', 'U', 'W']",['Dragon'],Rare,6,6
1438,Anax and Cymede,3.0,"['R', 'W']","['Human', 'Soldier']",Rare,3,2
1440,Polukranos World Eater,4.0,['G'],['Hydra'],Mythic,5,5
1441,Zurgo Helmsmasher,5.0,"['B', 'R', 'W']","['Orc', 'Warrior']",Mythic,7,2
1442,Krenko Mob Boss,4.0,['R'],"['Goblin', 'Warrior']",Rare,3,3
1445,Jhoira of the Ghitu,3.0,"['R', 'U']","['Human', 'Wizard']",Mythic,2,2
1448,Jori En Ruin Diver,3.0,"['R', 'U']","['Merfolk', 'Wizard']",Rare,2,3
1452,Radha Heir to Keld,2.0,"['G', 'R']","['Elf', 'Warrior']",Rare,2,2
1455,Dwynen Gilt-Leaf Daen,4.0,['G'],"['Elf', 'Warrior']",Rare,3,4
1456,Yeva Nature's Herald,4.0,['G'],"['Elf', 'Shaman']",Rare,4,4
1457,Pia and Kiran Nalaar,4.0,['R'],"['Human', 'Artificer']",Rare,2,2
1459,Exava Rakdos Blood Witch,4.0,"['B', 'R']","['Human', 'Cleric']",Rare,3,3
1460,Lavinia of the Tenth,5.0,"['U', 'W']","['Human', 'Soldier']",Rare,4,4
1462,Mirko Vosk Mind Drinker,5.0,"['B', 'U']",['Vampire'],Rare,2,4
1464,Tajic Blade of the Legion,4.0,"['R', 'W']","['Human', 'Soldier']",Rare,2,2
1466,Varolz the Scar-Striped,3.0,"['B', 'G']","['Troll', 'Warrior']",Rare,2,2
1468,Experiment Kraj,6.0,"['G', 'U']","['Ooze', 'Mutant']",Rare,4,6
1470,Isperia the Inscrutable,5.0,"['U', 'W']",['Sphinx'],Rare,3,6
1471,Lyzolda the Blood Witch,3.0,"['B', 'R']","['Human', 'Cleric']",Rare,3,1
1472,Momir Vig Simic Visionary,5.0,"['G', 'U']","['Elf', 'Wizard']",Rare,2,2
1473,Rakdos the Defiler,6.0,"['B', 'R']",['Demon'],Rare,7,6
1475,Mikaeus the Unhallowed,6.0,['B'],"['Zombie', 'Cleric']",Mythic,5,5
1476,Elbrus the Binding Blade // Withengar Unbound,7.0,['B'],['Demon'],Mythic,13,13
1477,Jenson Carthalion Druid Exile,2.0,"['G', 'W']","['Human', 'Druid']",Mythic,2,2
1478,Shanid Sleepers' Scourge,4.0,"['B', 'R', 'W']","['Human', 'Knight']",Mythic,2,4
1479,Zeriam Golden Wind,4.0,['W'],['Griffin'],Rare,3,4
1480,Moira Urborg Haunt,3.0,['B'],"['Spirit', 'Wizard']",Rare,3,2
1481,Bladewing Deathless Tyrant,7.0,"['B', 'R']","['Dragon', 'Skeleton']",Rare,6,6
1482,Cadric Soul Kindler,4.0,"['R', 'W']","['Dwarf', 'Wizard']",Rare,4,3
1483,Verrak Warped Sengir,3.0,"['B', 'W']",['Vampire'],Rare,2,2
1484,The Peregrine Dynamo,3.0,['UC'],['Construct'],Rare,1,5
1485,Emperor Mihail II,3.0,['U'],"['Merfolk', 'Noble']",Rare,3,3
1486,Rosnakht Heir of Rohgahh,1.0,['R'],"['Kobold', 'Warrior']",Rare,0,1
1487,Baru Wurmspeaker,4.0,['G'],"['Human', 'Druid']",Rare,3,3
1488,Greensleeves Maro-Sorcerer,5.0,['G'],['Elemental'],Mythic,*,*
1489,Ayesha Tanaka Armorer,5.0,"['U', 'W']","['Human', 'Artificer']",Rare,2,4
1490,The Ever-Changing 'Dane,3.0,"['B', 'U', 'W']",['Shapeshifter'],Rare,3,3
1491,General Marhault Elsdragon,4.0,"['G', 'R']","['Elf', 'Warrior']",Uncommon,4,4
1492,Hazezon Shaper of Sand,3.0,"['G', 'R', 'W']","['Human', 'Warrior']",Rare,3,3
1493,Jasmine Boreal of the Seven,3.0,"['G', 'W']","['Human', 'Druid']",Uncommon,2,4
1494,Jedit Ojanen Mercenary,3.0,"['U', 'W']","['Cat', 'Mercenary']",Mythic,3,3
1495,The Lady of Otaria,5.0,"['G', 'R']",['Avatar'],Mythic,5,5
1496,Ohabi Caleria,3.0,"['G', 'W']","['Elf', 'Archer']",Rare,1,3
1497,Orca Siege Demon,7.0,"['B', 'R']",['Demon'],Rare,5,5
1498,Ramirez DePietro Pillager,4.0,"['B', 'U']","['Human', 'Pirate']",Uncommon,4,3
1499,Ramses Assassin Lord,4.0,"['B', 'U']","['Human', 'Assassin']",Rare,4,4
1500,Rasputin the Oneiromancer,3.0,"['U', 'W']","['Human', 'Wizard']",Rare,4,1
1501,Rohgahh Kher Keep Overlord,5.0,"['B', 'R']","['Kobold', 'Warrior']",Rare,4,4
1502,Stangg Echo Warrior,4.0,"['G', 'R']","['Human', 'Warrior']",Rare,3,4
1503,Tetsuo Imperial Champion,3.0,"['B', 'R', 'U']","['Human', 'Samurai']",Mythic,3,3
1504,Tobias Doomed Conqueror,4.0,"['U', 'W']","['Human', 'Soldier']",Uncommon,3,2
1505,Tor Wauki the Younger,5.0,"['B', 'R']","['Human', 'Archer']",Uncommon,3,3
1506,Torsten Founder of Benalia,7.0,"['G', 'W']","['Human', 'Soldier']",Mythic,7,7
1507,Xira the Golden Sting,4.0,"['B', 'G', 'R']","['Insect', 'Assassin']",Rare,3,3
1539,Anafenza Kin-Tree Spirit,2.0,['W'],"['Spirit', 'Soldier']",Rare,2,2
1545,Josu Vess Lich Knight,4.0,['B'],"['Zombie', 'Knight']",Rare,4,5
1546,Kothophed Soul Hoarder,6.0,['B'],['Demon'],Rare,6,6
1548,Ashling the Pilgrim,2.0,['R'],"['Elemental', 'Shaman']",Rare,1,1
1549,Captain Lannery Storm,3.0,['R'],"['Human', 'Pirate']",Rare,2,2
1552,Krenko Tin Street Kingpin,3.0,['R'],['Goblin'],Rare,1,2
1553,Neheb Dreadhorde Champion,4.0,['R'],"['Zombie', 'Minotaur', 'Warrior']",Rare,5,4
1556,Arvad the Cursed,5.0,"['B', 'W']","['Vampire', 'Knight']",Uncommon,3,3
1560,Illuna Apex of Wishes,5.0,"['G', 'R', 'U']","['Beast', 'Elemental', 'Dinosaur']",Mythic,6,6
1561,Nethroi Apex of Death,5.0,"['B', 'G', 'W']","['Cat', 'Nightmare', 'Beast']",Mythic,5,5
1563,Rienne Angel of Rebirth,5.0,"['G', 'R', 'W']",['Angel'],Mythic,5,4
1565,Surrak Dragonclaw,5.0,"['G', 'R', 'U']","['Human', 'Warrior']",Mythic,6,6
1570,Lieutenant Kirtar,3.0,['W'],"['Bird', 'Soldier']",Rare,2,2
1571,Lyra Dawnbringer,5.0,['W'],['Angel'],Mythic,5,5
1573,Urza Lord High Artificer,4.0,['U'],"['Human', 'Artificer']",Mythic,1,4
1574,Chainer Dementia Master,5.0,['B'],"['Human', 'Minion']",Rare,3,3
1575,Yawgmoth Thran Physician,4.0,['B'],"['Human', 'Cleric']",Mythic,2,4
1576,Pashalik Mons,3.0,['R'],"['Goblin', 'Warrior']",Rare,2,2
1577,Valduk Keeper of the Flame,3.0,['R'],"['Human', 'Shaman']",Uncommon,3,2
1578,Jolrael Mwonvuli Recluse,2.0,['G'],"['Human', 'Druid']",Rare,1,2
1584,Tatyova Benthic Druid,5.0,"['G', 'U']","['Merfolk', 'Druid']",Uncommon,3,3
1611,Danitha Benalia's Hope,5.0,['W'],"['Human', 'Knight']",Rare,4,4
1612,Braids Arisen Nightmare,3.0,['B'],['Nightmare'],Rare,3,3
1613,The Raven Man,2.0,['B'],"['Human', 'Wizard']",Rare,2,1
1614,Sheoldred the Apocalypse,4.0,['B'],"['Phyrexian', 'Praetor']",Mythic,4,5
1615,Squee Dubious Monarch,3.0,['R'],"['Goblin', 'Noble']",Rare,2,2
1616,Aron Benalia's Ruin,3.0,"['B', 'W']","['Phyrexian', 'Human']",Uncommon,3,3
1617,Astor Bearer of Blades,4.0,"['R', 'W']","['Human', 'Warrior']",Rare,4,4
1618,Baird Argivian Recruiter,2.0,"['R', 'W']","['Human', 'Soldier']",Uncommon,2,2
1619,Balmor Battlemage Captain,2.0,"['R', 'U']","['Bird', 'Wizard']",Uncommon,1,3
1620,Bortuk Bonerattle,6.0,"['B', 'G']","['Troll', 'Shaman']",Uncommon,4,4
1621,Elas il-Kor Sadistic Pilgrim,2.0,"['B', 'W']","['Phyrexian', 'Kor', 'Cleric']",Uncommon,2,2
1622,Ertai Resurrected,4.0,"['B', 'U']","['Phyrexian', 'Human', 'Wizard']",Rare,3,2
1623,Garna Bloodfist of Keld,4.0,"['B', 'R']","['Human', 'Berserker']",Uncommon,4,3
1624,Ivy Gleeful Spellthief,2.0,"['G', 'U']","['Faerie', 'Rogue']",Rare,2,1
1625,Jhoira Ageless Innovator,2.0,"['R', 'U']","['Human', 'Artificer']",Rare,2,3
1626,Jodah the Unifier,5.0,"['B', 'G', 'R', 'U', 'W']","['Human', 'Wizard']",Mythic,5,5
1627,King Darien XLVIII,3.0,"['G', 'W']","['Human', 'Soldier']",Rare,2,3
1628,Lagomos Hand of Hatred,3.0,"['B', 'R']","['Human', 'Shaman']",Uncommon,1,3
1629,Meria Scholar of Antiquity,3.0,"['G', 'R']","['Elf', 'Artificer']",Rare,3,3
1630,Nael Avizoa Aeronaut,4.0,"['G', 'U']","['Elf', 'Scout']",Uncommon,2,4
1631,Najal the Storm Runner,5.0,"['R', 'U']","['Efreet', 'Wizard']",Uncommon,5,4
1632,Nemata Primeval Warden,4.0,"['B', 'G']",['Treefolk'],Rare,3,4
1633,Queen Allenal of Ruadach,3.0,"['G', 'W']","['Elf', 'Noble']",Uncommon,*,*
1634,Radha Coalition Warlord,4.0,"['G', 'R']","['Elf', 'Warrior']",Uncommon,3,3
1635,Raff Weatherlight Stalwart,2.0,"['U', 'W']","['Human', 'Wizard']",Uncommon,1,3
1636,Ratadrabik of Urborg,4.0,"['B', 'W']","['Zombie', 'Wizard']",Rare,3,3
1637,Rith Liberated Primeval,5.0,"['G', 'R', 'W']",['Dragon'],Mythic,5,5
1638,Rivaz of the Claw,3.0,"['B', 'R']","['Viashino', 'Warlock']",Rare,3,3
1639,Rona Sheoldred's Faithful,4.0,"['B', 'U']","['Human', 'Wizard']",Uncommon,3,4
1640,Rulik Mons Warren Chief,4.0,"['G', 'R']",['Goblin'],Uncommon,3,3
1641,Shanna Purifying Blade,3.0,"['G', 'U', 'W']","['Human', 'Warrior']",Mythic,3,3
1642,Sol'Kanar the Tainted,5.0,"['B', 'R', 'U']","['Elemental', 'Demon']",Mythic,5,5
1643,Soul of Windgrace,4.0,"['B', 'G', 'R']","['Cat', 'Avatar']",Mythic,5,4
1644,Stenn Paranoid Partisan,2.0,"['U', 'W']","['Human', 'Wizard']",Rare,2,2
1645,Tatyova Steward of Tides,3.0,"['G', 'U']","['Merfolk', 'Druid']",Uncommon,3,3
1646,Tori D'Avenant Fury Rider,4.0,"['R', 'W']","['Human', 'Knight']",Uncommon,3,3
1647,Tura Kennerüd Skyknight,5.0,"['U', 'W']","['Human', 'Knight']",Uncommon,3,3
1648,Uurg Spawn of Turg,3.0,"['B', 'G']","['Frog', 'Beast']",Uncommon,*,5
1649,Vohar Vodalian Desecrator,2.0,"['B', 'U']","['Phyrexian', 'Merfolk', 'Wizard']",Uncommon,1,2
1650,Zar Ojanen Scion of Efrava,5.0,"['G', 'W']","['Cat', 'Warrior']",Uncommon,4,4
1651,Zur Eternal Schemer,3.0,"['B', 'U', 'W']","['Human', 'Wizard']",Mythic,1,4
1737,Baird Steward of Argive,4.0,['W'],"['Human', 'Soldier']",Uncommon,2,4
